playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,wOBA,xWOBA,K%,BB%,Miss%,CSW%,Chase%,Swing%,iZ-Contact%,vFB,Barrel%,HardHit%,ExitVel,AdjGB%,SwStrk%,xSLG
TOTAL,,,,,,,,,,,,,.337,.343,20.6%,9.1%,23.5%,28.1%,24.8%,44.5%,83.2%,0,17.0%,36%,86.2,41.9%,10.4%,
AVERAGE,,,,,,,,,,,,,.337,.343,20.6%,9.1%,23.5%,28.1%,24.8%,44.5%,83.2%,0,17.0%,36%,86.2,41.9%,10.4%,

playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,wOBA,xWOBA,K%,BB%,Miss%,CSW%,Chase%,Swing%,iZ-Contact%,vFB,Barrel%,HardHit%,ExitVel,AdjGB%,SwStrk%
1279513344,A. Rubayo,Andrew Rubayo,Rubayo,Andrew,P,Quinnipiac University,QUIN,730386688,Quinnipiac,BBC,R,R,.357 (32%),.346 (37%),11.0% (2%),6.4% (83%),14.3% (4%),21.0% (3%),17.0% (6%),48.1% (88%),89.3% (7%),0,18.6% (33%),34% (59%),86.7 (42%),50.4% (87%),6.9% (7%)
1246961920,M. Sokol,Mike Sokol,Sokol,Mike,P,Bellarmine University,BU,730167552,Bellarmine,BBC,R,R,.337 (49%),.381 (10%),10.7% (1%),12.8% (12%),19.4% (23%),24.3% (12%),25.6% (59%),41.5% (17%),87.6% (16%),90 (78%),18.2% (38%),40% (21%),86.7 (42%),43.8% (62%),8.1% (18%)
1336080896,C. Carver,Chase Carver,Carver,Chase,P,Bellarmine University,BU,730167552,Bellarmine,BBC,R,R,.407 (5%),.387 (8%),11.2% (3%),11.7% (19%),16.6% (10%),22.7% (6%),22.6% (31%),43.6% (39%),88.5% (11%),0,17.6% (42%),39% (27%),88.4 (15%),42.0% (54%),7.2% (11%)
1257441536,K. Montgomery,Kellan Montgomery,Montgomery,Kellan,P,UC Santa Barbara,UCSB,730364160,UC Santa Barbara,BBC,R,R,.341 (46%),.356 (27%),17.6% (31%),8.2% (59%),20.5% (32%),29.4% (67%),19.7% (14%),43.9% (43%),84.2% (47%),0,17.9% (39%),36% (43%),87.2 (33%),47.9% (79%),9.0% (32%)
1162060288,T. Hansen,Trevor Hansen,Hansen,Trevor,P,UC Irvine,UCI,3031,UC Irvine,BBC,R,R,.287 (88%),.319 (67%),25.8% (83%),7.3% (72%),26.5% (75%),31.2% (85%),25.4% (58%),44.5% (50%),82.6% (61%),0,17.8% (40%),43% (11%),88.6 (13%),44.5% (65%),11.8% (73%)
1281584640,D. Gonzalez,Daniel Gonzalez,Gonzalez,Daniel,P,University of South Alabama,USA,730298880,South Alabama,BBC,R,R,.314 (70%),.356 (28%),20.9% (56%),12.9% (11%),25.7% (69%),28.8% (61%),24.0% (44%),40.7% (12%),86.4% (26%),0,19.8% (23%),35% (51%),87.9 (20%),37.1% (27%),10.5% (55%)
1093169920,H. Andrews,Heath Andrews,Andrews,Heath,P,North Carolina State University,NCST,730216448,North Carolina State,BBC,R,R,.358 (30%),.364 (19%),18.9% (42%),7.9% (64%),25.2% (66%),30.5% (79%),27.3% (74%),44.2% (46%),85.9% (30%),0,22.0% (10%),43% (9%),87.4 (30%),44.8% (66%),11.1% (65%)
1162558464,W. Scott,Win Scott,Scott,Win,P,San Jose State University,SJSU,730206720,San Jose State,BBC,L,L,.353 (36%),.368 (16%),18.0% (34%),8.5% (55%),23.2% (51%),27.7% (46%),22.8% (33%),45.0% (57%),82.2% (64%),92 (88%),17.6% (43%),45% (5%),89.3 (7%),46.0% (71%),10.4% (54%)
1226691328,J. Halford,Jacob Halford,Halford,Jacob,P,North Carolina A&T State University,NCAT,730372352,North Carolina A&T,BBC,R,R,.352 (37%),.320 (65%),17.8% (33%),7.8% (66%),22.8% (49%),30.7% (81%),21.3% (23%),42.7% (29%),80.3% (79%),88 (65%),9.1% (96%),26% (93%),84.3 (81%),54.9% (95%),9.7% (43%)
1301089280,C. Consiglio,Cooper Consiglio,Consiglio,Cooper,P,North Carolina State University,NCST,730216448,North Carolina State,BBC,L,L,.380 (15%),.370 (15%),24.4% (76%),12.8% (12%),31.6% (93%),29.1% (64%),27.2% (74%),42.1% (23%),78.1% (88%),0,22.8% (8%),40% (21%),87.2 (32%),41.7% (53%),13.3% (88%)
1142482688,K. Grundy,Kade Grundy,Grundy,Kade,P,Georgia Southern University,GASO,730331648,Georgia Southern,BBC,R,R,.348 (41%),.334 (51%),16.3% (21%),7.4% (72%),17.2% (12%),25.0% (17%),26.0% (64%),45.9% (66%),86.6% (23%),92 (86%),21.4% (14%),43% (11%),88.5 (14%),39.0% (38%),7.9% (16%)
1287322880,R. Fox,Rory Fox,Fox,Rory,P,University of Notre Dame,ND,225,Notre Dame,BBC,L,R,.271 (93%),.296 (86%),22.9% (68%),9.6% (40%),24.4% (61%),27.6% (45%),23.7% (42%),44.2% (46%),83.3% (55%),93 (90%),15.5% (64%),33% (67%),86.1 (53%),45.3% (69%),10.8% (60%)
1110844672,M. Bucknam,Micah Bucknam,Bucknam,Micah,P,Dallas Baptist University,DBU,730198016,Dallas Baptist,BBC,R,R,.316 (69%),.280 (92%),29.4% (93%),9.2% (47%),36.1% (98%),34.8% (97%),30.9% (95%),45.4% (62%),78.0% (89%),95 (96%),13.1% (82%),34% (60%),85.8 (59%),52.0% (90%),16.4% (98%)
1184457216,S. Dutton,Samuel Dutton,Dutton,Samuel,P,Auburn University,AUB,5466,Auburn,BBC,L,R,.315 (69%),.319 (66%),26.8% (87%),5.4% (92%),26.0% (72%),32.6% (93%),25.7% (60%),44.8% (54%),81.5% (71%),92 (87%),15.7% (61%),42% (14%),88.8 (10%),48.1% (79%),11.7% (71%)
1236991744,K. Anderson,Kade Anderson,Anderson,Kade,P,Louisiana State University,LSU,5323,Louisiana State,BBC,L,L,.278 (90%),.274 (94%),37.4% (99%),7.3% (73%),34.9% (97%),36.7% (99%),29.2% (88%),45.9% (67%),74.5% (96%),92 (88%),19.3% (27%),38% (34%),86.7 (43%),38.6% (36%),16.0% (98%)
1162130176,T. Hess,Tate Hess,Hess,Tate,P,Dallas Baptist University,DBU,730198016,Dallas Baptist,BBC,R,R,.345 (43%),.341 (43%),22.1% (64%),8.0% (63%),25.4% (68%),31.3% (86%),30.6% (93%),45.4% (62%),83.7% (51%),0,18.9% (30%),40% (19%),87.3 (31%),40.1% (44%),11.5% (69%)
1262862080,C. Morgan,Chase Morgan,Morgan,Chase,P,University of Louisiana at Lafayette,ULL,5075,Louisiana,BBC,L,L,.305 (76%),.305 (79%),27.4% (88%),8.9% (51%),32.1% (94%),33.6% (95%),28.3% (82%),41.6% (17%),80.4% (78%),92 (89%),14.2% (74%),26% (92%),85.1 (69%),40.0% (43%),13.3% (88%)
1332929792,J. McCracken,J.D. McCracken,McCracken,J.D.,P,Rice University,RICE,2352,Rice,BBC,L,L,.356 (33%),.339 (46%),11.0% (2%),10.7% (28%),18.0% (15%),25.4% (20%),24.1% (46%),43.1% (33%),89.8% (5%),93 (92%),11.7% (89%),30% (81%),85.6 (62%),43.0% (59%),7.8% (14%)
1311153664,A. Herrmann,Andrew Herrmann,Herrmann,Andrew,P,University of Louisiana at Lafayette,ULL,5075,Louisiana,BBC,L,L,.346 (42%),.341 (43%),20.4% (52%),9.5% (42%),23.9% (57%),29.6% (70%),24.5% (49%),42.5% (27%),88.2% (12%),0,20.5% (18%),38% (32%),87.2 (35%),35.3% (20%),10.1% (49%)
1085390592,D. Brown,Dylan Brown,Brown,Dylan,P,Old Dominion University,ODU,3090,Old Dominion,BBC,R,L,.310 (72%),.299 (83%),28.5% (91%),7.3% (73%),27.0% (78%),30.0% (74%),28.8% (85%),43.7% (40%),85.5% (34%),95 (98%),16.2% (57%),37% (38%),87.5 (27%),44.3% (64%),11.8% (73%)
1202694400,J. Martinez,Jack Martinez,Martinez,Jack,P,Arizona State University,ASU,5035,Arizona State,BBC,R,R,.321 (63%),.321 (65%),32.3% (96%),9.7% (39%),34.3% (96%),34.8% (97%),26.6% (69%),44.5% (50%),73.5% (97%),94 (96%),23.5% (6%),38% (34%),87.1 (35%),28.3% (2%),15.2% (95%)
1090284544,P. Edwards,Parker Edwards,Edwards,Parker,P,Houston Christian University,HCU,730157824,Houston Christian,BBC,R,R,.299 (81%),.303 (80%),18.3% (37%),9.3% (46%),18.4% (18%),22.6% (5%),23.5% (40%),42.4% (26%),83.6% (52%),90 (74%),12.6% (84%),33% (68%),84.6 (77%),42.6% (57%),7.8% (15%)
1093144320,S. Cash,Steven Cash,Cash,Steven,P,Jacksonville State University,JVST,730225408,Jacksonville State,BBC,R,L,.312 (71%),.339 (46%),19.0% (43%),8.8% (52%),31.3% (92%),31.1% (85%),30.9% (95%),46.2% (70%),77.8% (89%),0,17.3% (45%),31% (79%),82.9 (92%),41.3% (50%),14.4% (93%)
1212974336,B. Gilley,Brayden GIlley,Gilley,Brayden,P,Winthrop University,WIN,730294784,Winthrop,BBC,R,R,.359 (29%),.358 (25%),18.3% (38%),6.6% (81%),20.6% (32%),26.5% (31%),26.4% (66%),46.6% (75%),84.9% (39%),0,19.4% (26%),39% (28%),87.7 (24%),32.5% (11%),9.6% (41%)
1238212096,J. Tollett,JR Tollett,Tollett,JR,P,University of Louisiana at Lafayette,ULL,5075,Louisiana,BBC,R,R,.310 (73%),.346 (37%),20.8% (55%),4.1% (97%),21.9% (42%),28.5% (58%),31.7% (96%),49.9% (95%),86.4% (25%),0,19.5% (25%),39% (25%),88.5 (14%),48.3% (80%),10.9% (62%)
1097969408,J. Nelson,Jack Nelson,Nelson,Jack,P,Arkansas State University,ARST,730290176,Arkansas State,BBC,L,L,.274 (91%),.272 (95%),26.0% (84%),9.0% (49%),24.2% (59%),30.9% (83%),27.7% (77%),46.1% (69%),80.7% (77%),0,13.2% (81%),26% (93%),83.4 (89%),43.4% (61%),11.2% (65%)
1200305920,R. Peterson,Ryan Peterson,Peterson,Ryan,P,Sam Houston State University,SHSU,5363,Sam Houston State,BBC,R,R,.365 (26%),.351 (31%),24.9% (79%),8.6% (55%),25.8% (70%),30.8% (82%),22.0% (26%),43.5% (37%),82.0% (66%),0,26.3% (3%),44% (7%),89.4 (6%),38.6% (35%),11.2% (66%)
1290508800,D. Hall,Dawson Hall,Hall,Dawson,P,Western Kentucky University,WKU,730212096,Western Kentucky,BBC,R,R,.312 (71%),.313 (72%),16.3% (21%),5.0% (94%),25.7% (69%),31.8% (89%),27.1% (72%),47.7% (85%),80.5% (78%),0,14.5% (72%),42% (15%),87.4 (29%),51.1% (89%),12.2% (78%)
1110394368,J. Guerrero,JT Guerrero,Guerrero,JT,P,Grand Canyon University,GC,5310,Grand Canyon,BBC,R,R,.370 (22%),.349 (34%),20.3% (52%),7.5% (70%),26.0% (72%),30.4% (78%),25.4% (57%),45.6% (64%),80.5% (78%),0,19.2% (27%),38% (33%),87.3 (32%),40.1% (44%),11.9% (74%)
1166183424,M. Morrissey,M.T. Morrissey,Morrissey,M.T.,P,New Jersey Institute of Technology,NJIT,730313216,NJIT,BBC,R,R,.319 (65%),.347 (36%),20.8% (55%),8.9% (51%),22.9% (50%),27.0% (37%),19.1% (12%),48.3% (88%),79.6% (82%),88 (66%),22.2% (10%),32% (71%),85.5 (63%),35.0% (19%),11.1% (63%)
1097588224,J. Dzierwa,Joseph Dzierwa,Dzierwa,Joseph,P,Michigan State University,MSU,1551,Michigan State,BBC,L,L,.244 (97%),.277 (93%),28.0% (90%),5.9% (88%),28.9% (86%),32.7% (93%),32.9% (98%),52.0% (99%),78.1% (88%),93 (92%),13.8% (76%),31% (78%),84.0 (83%),37.2% (28%),15.0% (95%)
1162067200,E. Sargent,Eddie Sargent,Sargent,Eddie,P,UMBC,UMBC,730210304,UMBC,BBC,L,L,.372 (21%),.344 (39%),18.8% (41%),7.1% (76%),20.2% (29%),26.9% (36%),24.1% (45%),42.6% (28%),85.5% (34%),0,19.3% (27%),37% (36%),85.7 (59%),47.3% (76%),8.6% (24%)
1223210240,L. Wiley,Logan Wiley,Wiley,Logan,P,Butler University,BUT,730283520,Butler,BBC,L,L,.408 (5%),.360 (23%),12.5% (6%),9.8% (38%),17.7% (14%),24.5% (15%),24.3% (47%),43.1% (33%),86.6% (23%),0,19.7% (23%),33% (66%),85.6 (61%),40.4% (45%),7.6% (13%)
1271085056,M. Johnson,Meade Johnson,Johnson,Meade,P,Southern Illinois University,SIU,730349824,Southern Illinois,BBC,L,R,.332 (55%),.325 (61%),19.9% (49%),16.2% (2%),21.3% (38%),25.8% (24%),16.8% (6%),39.0% (6%),83.4% (55%),0,18.9% (30%),27% (91%),85.6 (61%),41.4% (51%),8.3% (21%)
1172369408,C. Ellingworth,Cooper Ellingworth,Ellingworth,Cooper,P,Troy University,TROY,730378496,Troy,BBC,R,R,.368 (25%),.353 (29%),23.8% (73%),11.9% (17%),22.6% (48%),28.9% (62%),22.5% (30%),42.4% (26%),84.2% (47%),0,19.9% (22%),36% (47%),86.9 (39%),36.9% (26%),9.6% (40%)
1145349376,C. Poliey,Clayton Poliey,Poliey,Clayton,P,Rider University,RID,730174976,Rider,BBC,R,R,.357 (32%),.399 (5%),13.2% (7%),12.0% (17%),17.6% (14%),22.4% (5%),18.0% (9%),43.4% (36%),84.2% (47%),0,21.6% (12%),38% (33%),89.9 (5%),31.3% (7%),7.7% (14%)
1294886144,J. Ritz,Justin Ritz,Ritz,Justin,P,Coppin State University,COPP,730194176,Coppin State,BBC,R,R,.287 (87%),.330 (56%),17.0% (26%),6.7% (79%),17.2% (12%),27.5% (43%),22.1% (28%),45.2% (59%),87.7% (16%),0,7.1% (98%),26% (92%),80.9 (98%),34.5% (17%),7.8% (15%)
1099879680,D. Banner,Dylan Banner,Banner,Dylan,P,University at Albany,ALBY,730280448,Albany,BBC,R,R,.320 (65%),.348 (34%),17.8% (33%),4.4% (97%),15.0% (6%),24.2% (12%),21.5% (24%),46.2% (70%),85.8% (31%),0,16.7% (52%),33% (64%),83.8 (85%),48.5% (80%),6.9% (8%)
1318761728,G. Yawn,Garrett Yawn,Yawn,Garrett,P,Long Island University-Brooklyn,LIU,730352896,LIU Brooklyn,BBC,R,R,.301 (79%),.283 (91%),24.6% (77%),7.2% (74%),25.5% (68%),26.6% (33%),24.6% (51%),43.0% (32%),76.1% (94%),93 (90%),9.6% (95%),16% (99%),80.2 (99%),32.0% (9%),11.0% (63%)
1156597504,B. Stuprich,Brennan Stuprich,Stuprich,Brennan,P,Southeastern Louisiana University,SELA,730209280,Southeastern Louisiana,BBC,R,R,.275 (91%),.276 (93%),29.7% (93%),7.6% (68%),32.2% (94%),32.9% (94%),28.0% (79%),49.9% (96%),75.9% (94%),94 (94%),16.9% (49%),30% (83%),83.6 (87%),41.3% (50%),16.1% (98%)
1335215616,L. Willeman,Landon Willeman,Willeman,Landon,P,Bowling Green State University,BGSU,730189056,Bowling Green,BBC,R,R,.338 (49%),.294 (87%),20.3% (51%),11.2% (23%),20.2% (29%),27.6% (45%),17.6% (8%),39.3% (6%),87.1% (19%),89 (69%),11.9% (89%),27% (91%),84.7 (76%),37.8% (31%),7.9% (17%)
1092652800,J. Johnson,Jeb Johnson,Johnson,Jeb,P,Mercer University,MER,730240512,Mercer,BBC,R,R,.339 (48%),.331 (55%),21.7% (61%),5.6% (90%),23.8% (56%),30.9% (83%),29.0% (86%),43.1% (34%),86.3% (26%),0,19.4% (27%),40% (23%),85.9 (56%),46.8% (75%),10.3% (51%)
1195546112,B. Ryan,Brayden Ryan,Ryan,Brayden,P,University of Maryland-College Park,MD,730172928,Maryland,BBC,R,R,.389 (11%),.357 (26%),17.3% (29%),9.5% (43%),18.2% (16%),28.4% (56%),24.1% (45%),42.8% (30%),88.8% (9%),0,16.7% (52%),35% (50%),86.9 (38%),44.7% (66%),7.8% (14%)
1310369536,B. Peterson,Brandon Peterson,Peterson,Brandon,P,New Jersey Institute of Technology,NJIT,730313216,NJIT,BBC,L,R,.367 (25%),.370 (15%),14.0% (9%),14.2% (6%),21.6% (40%),26.4% (30%),16.9% (6%),40.1% (9%),79.5% (82%),0,16.3% (55%),38% (36%),86.3 (49%),45.5% (69%),8.6% (25%)
1142967552,J. DeCastro,Justin DeCastro,DeCastro,Justin,P,Long Island University-Brooklyn,LIU,730352896,LIU Brooklyn,BBC,R,R,.337 (49%),.311 (75%),14.8% (13%),6.5% (82%),15.6% (7%),24.5% (14%),28.8% (85%),50.7% (97%),86.6% (24%),0,11.3% (90%),25% (94%),83.7 (86%),33.0% (12%),7.9% (17%)
1296584704,R. Latkowski,RJ Latkowski,Latkowski,RJ,P,Elon University,ELON,730252544,Elon,BBC,R,R,.269 (94%),.275 (93%),24.5% (77%),13.7% (7%),22.5% (47%),29.2% (64%),22.5% (30%),38.4% (4%),80.7% (77%),0,10.7% (92%),20% (98%),81.1 (98%),46.3% (73%),8.7% (25%)
1085401856,C. Byers,Carson Byers,Byers,Carson,P,Miami University (Ohio),M-OH,730379264,Miami (OH),BBC,L,L,.309 (73%),.347 (36%),20.2% (51%),7.5% (70%),24.6% (61%),29.4% (66%),23.8% (42%),45.8% (66%),80.5% (78%),0,18.1% (38%),37% (36%),84.4 (80%),35.5% (21%),11.3% (66%)
1198527488,J. Hanson,Jared Hanson,Hanson,Jared,P,Central Michigan University,CMU,5342,Central Michigan,BBC,R,R,.357 (32%),.351 (32%),12.2% (4%),5.3% (92%),16.5% (10%),23.5% (8%),24.1% (45%),45.9% (67%),87.2% (19%),0,19.0% (29%),36% (45%),87.9 (21%),32.8% (12%),7.6% (13%)
1204883968,D. McCarley,Derek McCarley,McCarley,Derek,P,East Tennessee State University,ETSU,4844,East Tennessee State,BBC,L,L,.311 (72%),.337 (47%),20.9% (56%),10.2% (33%),27.2% (79%),29.5% (69%),26.2% (65%),43.4% (36%),80.2% (79%),0,17.7% (41%),38% (33%),85.4 (66%),48.9% (81%),11.8% (74%)
1296198400,J. Hyde,Jace Hyde,Hyde,Jace,P,East Tennessee State University,ETSU,4844,East Tennessee State,BBC,R,R,.337 (50%),.334 (51%),19.2% (44%),7.3% (72%),26.9% (78%),28.3% (56%),31.8% (97%),49.7% (95%),82.6% (61%),92 (84%),13.7% (77%),35% (55%),83.9 (84%),48.9% (82%),13.4% (89%)
1094690048,B. Crooms,Brian Crooms,Crooms,Brian,P,Georgia State University,GAST,730239744,Georgia State,BBC,R,R,.364 (27%),.351 (32%),20.1% (50%),11.6% (20%),22.1% (45%),28.4% (56%),23.5% (40%),39.6% (7%),87.3% (17%),0,12.5% (86%),33% (69%),83.5 (88%),50.9% (88%),8.8% (27%)
1317377792,G. Wheaton,Gage Wheaton,Wheaton,Gage,P,Niagara University,NIAG,730156544,Niagara,BBC,R,R,.409 (5%),.371 (14%),21.2% (58%),20.1% (0%),31.2% (91%),28.7% (60%),15.6% (4%),37.5% (3%),73.9% (97%),0,19.5% (25%),37% (41%),87.8 (22%),30.8% (6%),11.7% (71%)
1129425152,N. Higgins,Nolan Higgins,Higgins,Nolan,P,Michigan State University,MSU,1551,Michigan State,BBC,R,R,.386 (12%),.390 (7%),15.3% (15%),11.6% (20%),21.8% (41%),25.8% (24%),21.9% (26%),42.2% (25%),85.0% (38%),0,15.5% (64%),36% (46%),87.2 (33%),50.4% (87%),9.2% (34%)
1083612160,D. Christo,Drew Christo,Christo,Drew,P,University of Nebraska,NEB,4865,Nebraska,BBC,R,R,.330 (56%),.331 (56%),21.2% (58%),13.7% (8%),23.2% (52%),26.5% (31%),24.6% (51%),41.7% (19%),86.9% (21%),93 (92%),21.7% (12%),36% (43%),86.2 (51%),36.3% (23%),9.7% (42%)
1248493824,J. Pease,Jaxson Pease,Pease,Jaxson,P,Tennessee Technological University,TNTC,730166272,Tennessee Tech,BBC,R,R,.327 (59%),.344 (40%),18.0% (34%),8.1% (62%),19.9% (26%),30.2% (76%),17.4% (7%),42.1% (23%),87.3% (18%),0,12.0% (88%),29% (85%),87.2 (33%),51.6% (90%),8.4% (22%)
1275136256,D. Mattox,Drew Mattox,Mattox,Drew,P,Tennessee Technological University,TNTC,730166272,Tennessee Tech,BBC,R,R,.410 (5%),.423 (2%),15.7% (18%),6.0% (86%),22.1% (44%),26.3% (30%),23.3% (37%),46.7% (77%),84.5% (44%),0,23.0% (7%),36% (42%),85.7 (60%),38.9% (37%),10.3% (52%)
1238251008,B. Van Cleve,Blake Van Cleve,Van Cleve,Blake,P,Little Rock,UALR,730217472,Little Rock,BBC,R,R,.339 (48%),.340 (44%),18.7% (40%),12.6% (13%),19.5% (24%),24.3% (13%),20.7% (19%),41.4% (16%),86.8% (22%),0,23.5% (6%),34% (59%),87.4 (28%),40.5% (46%),8.1% (18%)
1250079232,J. Schaaf,Jason Schaaf,Schaaf,Jason,P,Missouri State University,MOSU,5382,Missouri State,BBC,R,R,.375 (19%),.354 (29%),17.8% (33%),8.6% (54%),24.7% (63%),27.9% (50%),29.5% (89%),46.8% (77%),85.9% (30%),0,18.6% (34%),37% (41%),87.0 (37%),46.1% (72%),11.6% (70%)
1200671232,H. Porter,Hunter Porter,Porter,Hunter,P,Charleston Southern University,CHSO,730194432,Charleston Southern,BBC,R,R,.396 (8%),.403 (4%),19.3% (45%),19.3% (1%),26.3% (73%),27.5% (44%),19.7% (14%),36.6% (2%),83.6% (53%),0,16.2% (56%),33% (64%),83.4 (89%),37.0% (27%),9.6% (41%)
1099690240,L. Forsythe,Logan Forsythe,Forsythe,Logan,P,Louisiana Tech University,LT,3374,Louisiana Tech,BBC,R,R,.325 (60%),.337 (48%),30.6% (95%),16.4% (2%),34.3% (96%),31.3% (86%),23.5% (40%),42.3% (25%),72.4% (98%),90 (76%),13.3% (81%),33% (64%),87.2 (34%),44.7% (66%),14.5% (93%)
1184446464,E. Siary,Evan Siary,Siary,Evan,P,Mississippi State University,MSST,5080,Mississippi State,BBC,R,R,.304 (77%),.271 (95%),31.4% (96%),6.6% (81%),33.7% (96%),34.6% (97%),30.3% (92%),47.0% (79%),74.1% (97%),91 (83%),16.4% (54%),35% (50%),87.0 (36%),34.8% (18%),15.8% (97%)
1237012736,C. Cheatham,Cole Cheatham,Cheatham,Cole,P,UAB,UAB,730345984,UAB,BBC,L,L,.371 (22%),.344 (39%),21.2% (59%),9.8% (38%),22.2% (45%),28.0% (51%),23.1% (35%),40.7% (12%),85.5% (34%),90 (77%),17.9% (39%),38% (35%),86.7 (43%),49.2% (83%),9.0% (32%)
1084022272,K. Ligon,Karson Ligon,Ligon,Karson,P,Mississippi State University,MSST,5080,Mississippi State,BBC,R,R,.351 (38%),.333 (52%),27.9% (90%),11.1% (25%),31.8% (93%),30.2% (76%),26.6% (68%),44.1% (45%),80.8% (76%),97 (99%),22.1% (10%),50% (2%),89.8 (5%),45.9% (71%),14.0% (92%)
1204043008,P. Kohn,Pico Kohn,Kohn,Pico,P,Mississippi State University,MSST,5080,Mississippi State,BBC,L,L,.325 (60%),.298 (84%),32.6% (97%),8.3% (59%),34.8% (97%),32.6% (92%),29.7% (90%),48.7% (91%),75.8% (94%),91 (79%),22.1% (10%),44% (7%),86.5 (46%),34.2% (15%),16.9% (99%)
1094165504,A. Pingeton,Anthony Pingeton,Pingeton,Anthony,P,University of North Alabama,UNA,730266624,North Alabama,BBC,R,R,.343 (45%),.352 (31%),18.0% (34%),7.7% (67%),16.6% (10%),27.6% (45%),22.3% (28%),42.0% (22%),90.7% (3%),88 (66%),16.9% (49%),38% (31%),87.4 (29%),48.6% (81%),7.0% (8%)
1104572672,K. Jacobi,Kaden Jacobi,Jacobi,Kaden,P,"Indiana University, Bloomington",IND,4866,Indiana,BBC,R,R,.433 (1%),.398 (5%),21.6% (60%),11.4% (22%),20.6% (32%),28.0% (52%),19.0% (12%),38.4% (4%),91.8% (2%),0,20.4% (19%),47% (4%),89.3 (7%),44.7% (66%),7.9% (16%)
1093027840,L. Lunceford,Logan Lunceford,Lunceford,Logan,P,Wake Forest University,WAKE,730373376,Wake Forest,BBC,R,R,.298 (82%),.311 (74%),32.8% (97%),10.4% (31%),37.2% (99%),32.9% (94%),25.3% (57%),41.8% (20%),76.3% (93%),93 (90%),20.0% (22%),44% (6%),88.6 (13%),32.6% (11%),15.5% (96%)
1238871040,E. Rakers,Easton Rakers,Rakers,Easton,P,Lindenwood University,LU,730322176,Lindenwood,BBC,R,R,.310 (73%),.314 (71%),22.9% (69%),8.9% (51%),26.6% (76%),29.2% (64%),35.2% (99%),48.4% (90%),76.2% (93%),0,23.1% (7%),36% (46%),84.5 (77%),52.3% (91%),12.9% (85%)
1324797184,M. Walsh,Michael Walsh,Walsh,Michael,P,Lindenwood University,LU,730322176,Lindenwood,BBC,R,R,.379 (16%),.396 (5%),17.4% (30%),9.8% (38%),21.5% (39%),26.8% (34%),20.8% (20%),42.1% (22%),85.4% (35%),0,18.6% (33%),49% (2%),86.8 (41%),37.6% (30%),9.0% (32%)
1302939136,B. Lucas,Brock Lucas,Lucas,Brock,P,Missouri State University,MOSU,5382,Missouri State,BBC,R,R,.423 (2%),.396 (5%),19.7% (47%),12.3% (15%),24.6% (62%),28.2% (54%),23.4% (38%),42.6% (28%),82.9% (59%),0,27.5% (2%),44% (7%),90.2 (3%),39.3% (39%),10.5% (55%)
1227047936,T. Kent,Tommy Kent,Kent,Tommy,P,Monmouth University,MONM,4164,Monmouth,BBC,L,L,.377 (18%),.360 (23%),18.6% (40%),10.0% (36%),22.1% (45%),27.3% (40%),23.3% (36%),41.7% (18%),83.8% (51%),0,19.8% (23%),34% (62%),83.6 (87%),45.0% (68%),9.2% (35%)
1277834240,K. Opanel,Kevin Opanel,Opanel,Kevin,P,Monmouth University,MONM,4164,Monmouth,BBC,R,R,.347 (42%),.361 (22%),16.9% (26%),9.1% (48%),22.1% (45%),27.5% (44%),26.9% (71%),45.8% (66%),81.7% (69%),0,17.9% (40%),32% (72%),85.8 (59%),28.5% (2%),10.1% (49%)
1273112064,D. Beckner,Drew Beckner,Beckner,Drew,P,Eastern Michigan University,EMU,5385,Eastern Michigan,BBC,L,L,.351 (38%),.341 (43%),22.3% (66%),11.3% (22%),27.3% (79%),27.9% (49%),21.5% (24%),42.6% (28%),77.8% (89%),85 (61%),14.8% (70%),29% (86%),82.5 (93%),33.9% (15%),11.6% (71%)
1238871552,J. Newell,Josh Newell,Newell,Josh,P,Lindenwood University,LU,730322176,Lindenwood,BBC,R,R,.282 (89%),.358 (25%),14.4% (11%),5.3% (92%),15.9% (8%),24.1% (11%),24.1% (45%),49.2% (94%),87.2% (18%),0,17.8% (41%),39% (25%),87.4 (29%),52.2% (91%),7.8% (15%)
1257460992,T. Grenn,Tyler Grenn,Grenn,Tyler,P,U.S. Naval Academy,NAVY,508,Navy,BBC,L,R,.336 (51%),.351 (32%),12.8% (6%),5.6% (90%),14.9% (6%),24.0% (11%),26.6% (68%),48.1% (87%),88.2% (13%),0,17.5% (44%),33% (69%),84.8 (73%),36.2% (23%),7.2% (10%)
1105311232,B. Bendik,Brady Bendik,Bendik,Brady,P,U.S. Naval Academy,NAVY,508,Navy,BBC,R,R,.282 (89%),.288 (89%),20.7% (55%),8.3% (59%),24.7% (63%),28.4% (57%),25.5% (58%),42.9% (32%),82.6% (61%),0,12.1% (88%),24% (96%),81.7 (97%),39.8% (42%),10.6% (57%)
